cv_text	category
Experiences: Cognizant (Senior Director - Digital Natives): | Wipro Limited (Director, Sales - Strategic Engagements): | Hitachi Consulting (Regional Sales Director): | Trinity Millennium Group (Vice President, Sales): . | QuickComm (Vodafone Global Enterprise) (Enterprise Sales Manager): | Symphony Services, Inc. (Senior Sales Executive): | Direct Insite (Vice President Sales): || Certifications: LinkedIn: Learning Microsoft 365 Copilot | LinkedIn: Streamlining Your Work with Microsoft Copilot | LinkedIn: Generative AI: The Evolution of Thoughtful Online Search || Education: Mechanical Engineering and Applied Mechanics – BSE @ University of Pennsylvania | Finance & Marketing – MBA @ Oakland University || Summary: Experienced Sales Specialist with demonstrated success in the Information Technology Services industry. Strong sales professional skilled in Digital Transformation, Enterprise Software, Cloud and Applications Technology, Telecommunications, and Customer Relationship Management (CRM).	#REF!
Experiences: Transluce (Founding Team): A new independent AI research lab | Ember Labs (Co-Founder): Database and machine learning research | Northeastern University (Visiting Researcher): Studied language models | Massachusetts Institute of Technology (Researcher): Studied language models | NVIDIA (Intern): Drug-target interaction modeling | Gantry (Machine Learning Engineer): Infrastructure for continual machine learning | Innovative Data Intelligence Research Laboratory (Research Assistant): Fact-checking and data visualization systems (EACL '21, NeurIPS '21). || Certifications: || Education: Computer Science – MEng @ Massachusetts Institute of Technology | Electrical Engineering and Computer Science – BS @ Massachusetts Institute of Technology || Summary: I enjoy thinking about machine learning, data, and software :)	#REF!
Experiences: Tata Consultancy Services (): | Siemens Digital Industries Software (): || Certifications: LinkedIn: VMware vSphere 8 Certified Technical Associate - Data Center Virtualization (VCTA-DCV) (1V0-21.20) Cert Prep | LinkedIn: JMeter: Performance and Load Testing | LinkedIn: Software Testing Foundations: Bug Writing and Management | Federal Communications Commission: Extra Class Amateur Radio Operators License | Ofcom, UK independent communications regulator: UK Amateur Full Radio License || Education: – @ Dolgellau College || Summary: As a Senior System Administrator with over 20 years of experience, I specialize in…	#REF!
Experiences: Boston Consulting Group (BCG) (Lead Data Scientist): | BCG X (Lead Data Scientist): | Boston Consulting Group (BCG) (Senior Data Scientist): | BCG X (Senior Data Scientist): | Goldman Sachs (Quantitative Strategist — Associate): | Goldman Sachs (Quantitative Strategist — Analyst): | University of Chicago (Research Assistant — James Franck Institute): | University of Chicago (Teaching Assistant — Neighborhood Schools Program): | Goldman Sachs (Quantitative Strategist — Intern): | Oak Ridge National Laboratory (Summer Undergraduate Laboratory Intern): || Certifications: || Education: Physics, Math, and Molecular Engineering – Bachelor's degree @ The University of Chicago || Summary:	#REF!
Experiences: MsingiAI (Founder and Research Engineer): MsingiAI is building Africa’s first foundational AI models from scratch, designed for the continent’s diverse languages and cultures. Our mission is to create AI that understands and serves 1.4 billion+ Africans, ensuring representation in the global AI revolution. We are developing large-scale models, pioneering African NLP research, and building the data infrastructure needed to power the future of AI in Africa. | Turing (Senior Python Engineer): | GraphFusion AI (Founder and CEO): I lead the development of an Agentic Workforce platform that enables businesses to deploy intelligent AI agents to automate complex workflows. | OpenAI (OpenAI Forum Member): | Truss Networks (Co-Founder): | Upwork (Data Scientust/Machine Learning Engineer): || Certifications: Neo4j: Neo4j Fundamentals | IBM: Generative AI: Introduction and Applications | Codecademy: Intro to Generative AI Course | Codecademy: Supervised Learning I : Regressors, Classifiers and Trees | Codecademy: Building Machine Learning Pipelines | Codecademy: Machine Learning Fundamentals | Codecademy: Machine Learning: Introduction with Regression Course | Codecademy: Software Engineering for Machine Learning/AI Engineers | 365 Data Science: Deep Learning with TensorFlow 2 | 365 Data Science: Git and GitHub | 365 Data Science: Introduction to Data and Data Science | 365 Data Science: Machine Learning in Python | 365 Data Science: Machine Learning with Support Vector Machines | 365 Data Science: Mathematics | 365 Data Science: Probability | 365 Data Science: Python Programmer Bootcamp | 365 Data Science: SQL | 365 Data Science: Statistics | Codecademy: Getting Started with Natural Language Processing Course | Codecademy: Machine Learning/AI Engineer Career Path Career Path || Education: Financial Engineering – Master of Science - MS @ WorldQuant University | Civil Engineering – Bachelor's degree @ DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY (DeKUT) | Machine Learning/AI Engineering – Career Path Certificate @ Codecademy | Data Science – Career track Certificate @ 365 Data Science | Art Students – High school education @ 香港培正中学 | Fashion design – postgraduate @ University of London || Summary: I'm just a guy who deeply fell in love with AI and Machine Learning. I never studied them in college, I studied Civil Engineering instead. But during college, I gradually shifted my focus from Civil Engineering to AI. It affected my grades a lot, but I don’t regret it. I chose the right path. I still appreciate my Civil Engineering background. Someone once said something about connecting the dots I don't know if it was Steve Jobs or Elon Musk but I can say for sure: those engineering classes gave me a strong mathematical foundation that made learning and understanding AI much easier. This journey hasn't been easy. It's been full of moments of joy and laughter, but also failure. I’ve failed in two startups, but honestly, I consider startup life a school of thought on its own. Despite the setbacks, my passion for AI has never faded in fact, it’s only deepened.     Today, I’m a graduate student at WorldQuant University, pursuing a Master of Science in Financial Engineering, a path that combines my love for math, AI, and problem-solving in real-world systems.  I’m particularly passionate about how AI can uplift the less privileged, and I advocate for explainable, ethical, and responsible AI. My work is rooted in research, and it's through research that I’ve learned  the most. Being African, I’ve also observed how underrepresented we are in the global AI conversation. We’re often seen only as consumers, not creators. That needs to change. I’ve written on topics like balancing innovation and regulation, because overregulation can stifle progress especially, in places like  Africa where the ecosystem is just beginning to grow.     Currently, I work at MsingiAI, a research lab focused on democratizing AI access in Africa. All of our work is open source. I’ve been championing Open Source AI development in Africa, because I believe it’s the key to wider adoption, inclusion, and innovation across the continent. I don’t know exactly where this path will take me, but I’m optimistic. I love talking about AI, startups, and the African tech landscape. If you're into any of that, feel free to reach out via LinkedIn or email. I’ve got a lot to say probably enough for a book but for now, let me keep it short.     Cheers,  Korir	#REF!
Experiences: ML6 | Your partner in AI (Senior Machine Learning Engineer): | ML6 (Machine Learning Engineer): | Bielefeld University (Student Assistant): Student assistant in project B4 (Rhythm and timing in dialogue) of the collaborative research centre (Sonderforschungsbereich) 673: Alignment in Communication at Bielefeld University. || Certifications: || Education: Artificial Intelligence – Master's degree @ Bielefeld University | Computer Science – @ Aarhus University | Cognitive Informatics – Bachelor's degree @ Bielefeld University | – Abitur @ Marianne-Weber-Gymnasium Lemgo || Summary: Interested in Artificial Intelligence, Natural Language Processing, Human–Computer Interaction, and irony.	#REF!
Experiences: Wipro (Director Google Cloud Partnership and Market Development Europe): | Wipro (iDEAS Sales Director for UKI & S.Europe.): | DXC Technology (Strategic Sales - Cloud and Platform Services): Deliver sales results and contribute to revenue results  Grow pipeline through existing accounts and new logo accounts  Cultivate client relationships to foster further growth  Participate and collaborate with regional industry teams and leaders  Create, drive and deliver sales forecasts to meet or exceed budgets in transparent, predictable manner – weekly cadences and weekly status reporting on pipeline, deals, clients etc | SPTS TECHNOLOGIES UK LIMITED (Sales Director- EMEA): Consulting, Application Modernization, Transition,Transformation Cyber Security | SCS SA (Enterprise Sales): Responsible for the day-to day operations of the organisation with an emphasis on sales and business development. Ensuring that the organisation continues to grow by way of developing new clients whilst maintaining its existing customer base.     • Identifying, developing and directing the implementation of business strategy.  • Cultivating the organisation’s stability in the market, with customers and suppliers.  • Drives strategic planning through focused energy and resources, strengthening operations and ensuring that the vision and objectives of the organisation is achieved.  • Participation in EXCO and Interdepartmental Management forums.  • Responsible for the Profit & Loss responsibility for the business.  • In charge of leading, motivating and developing the management team.  • Developing business plans and preparing comprehensive business reports.  • Improving margins and maintaining a high-quality service to clients.  • Reviewing, refining and developing the strategy and direction of the company.  • Building client relationships that result in revenue and profitability growth.  • Responsible for the company’s health and safety and legislative adherence. Creating and maintaining links with other trade and professional associations.  • Controlling business expenditure, ensuring it's within agreed budgets. | SCS SA (General Manager Operations): Responsible for obtaining profitable results through the sales team by developing the team through motivation, skills development and product knowledge development. Accountable for the management of the sales administration function, operational performance reporting, streamlining processes and systems wherever possible, and advising senior management on maximizing business relationships and creating an environment where customer service is priority.     • New business development and sourcing new business opportunities.  • Marketing of solutions within channel partners to expand market awareness.  • Development of value propositions based on client specific relationship management. | SCS SA (IT Security Engineer): Implemented and monitored security measures for the protection of computer systems, networks and information for the group. Involved with the design system security architecture and develop detailed security designs. Prepared and documented standard operating procedures and protocols. Configured and troubleshooted security infrastructure devices.     • Monitor and manage the availability, performance, configuration and security of IT infrastructure using System Centre Configuration Manager (SCOM, Nagios and Spice works)  • Carryout on-going Statistical analysis of system load, to determine optimal operating efficiencies and assist in capacity planning, design and management.  • Collaborate and negotiate with third party and internal suppliers/clients of information management and IT goods and services to come up with favourable and cost-effective Business Agreements (BAS) and Service Level Agreements (SLA). || Certifications: Harvard University: Cybersecurity: Managing Risk in the Information Age. || Education: Cybersecurity: Managing Risk in the Information Age – @ Harvard University | Business Administration and Management, General – Master of Business Administration - MBA @ Edinburgh Business School, Heriot-Watt University | Project Management – @ University of Cape Town | – BSC Computer Science (Yr. 1, 2 only) @ Allenby Campus | Matric – @ Sacred Heart College || Summary: Experienced Strategic Sales Leader and Partner Manager working with stakeholders in the design and implementation of bespoke Enterprise Solutions.	#REF!
Experiences: Accenture (): || Certifications: The Linux Foundation: Linux Foundation Certified System Administrator (LFCS) | VMware: VMware Certified Associate - Workforce Mobility, Data Center Virtualization, and Cloud | ITIL Cloud Software Ltd: ITIL Foundation V3 | The Linux Foundation: CKA: Certified Kubernetes Administrator | Google: Google Cloud Certified Associate Cloud Engineer | Google: Google Cloud Certified Professional Cloud Architect | Google: Google Cloud Certified Professional Cloud Network Engineer || Education: || Summary: I've been in IT industry for more than 10 years, I started as a Technical Support for…	#REF!
Experiences: Google DeepMind (Staff Research Scientist): | Google DeepMind (Senior Research Scientist): | Google DeepMind (Research Scientist): Artificial Intelligence, Generative AI, Vision-Language Models, Reinforcement Learning, Reward Learning | Google (Research Intern): Computer vision, reinforcement learning | Intel Corporation (Business Analyst): || Certifications: || Education: – Doctor of Philosophy - PhD @ EPFL | – Master's degree @ University of Helsinki | – Bachelor's degree @ Higher School of Economics || Summary:	#REF!
Experiences: Google (Software Engineer): | Google DeepMind (Research Engineer): | Amazon (Software Engineer): | Barclays (Software Engineer): | Cornell University (Researcher): | Microsoft (Software Engineer Intern): || Certifications: || Education: Electrical and Computer Engineering – Master of Engineering - MEng @ Cornell University | Electrical Engineering and Automation – Bachelor of Engineering - BE @ Hebei University of Technology || Summary: I'm Kuan Lu, an AI/ML Software Engineer at Google, where I work on building and scaling Generative AI systems and Large Language Models (LLMs). My focus includes multi-agent architectures, retrieval-augmented generation (RAG), and backend systems that power AI experiences for millions of users.<br><br>I’m always driven to solve meaningful problems by translating state-of-the-art research into practical, scalable systems. Whether advancing core AI capabilities or building real-world applications, I strive to create technology that’s thoughtful, impactful, and built to last.	#REF!
Experiences: Accenture (Win Loss Manager): Redesign and innovate win loss data gathering and analysis. Identify sales improvements and buyer trends. Author internal and external communications. Triage RFP responses and executive summaries. Coach sales teams on customer-value messages. Identify actionable win/loss findings and share with people who can make the change. Delivered research training to pricing and solution architects.   2020-2023: Co-facilitate Truly Human and Leader as Coach cohorts.   2020: Contributing to revamping of Accenture executive coaching program. Coached two executives who achieved promotions.   2016-2019: Mentored 4 rounds of the Coach and be Coached program. Performance and career coach mentor for internal ICF-certification candidates. One of 30 internal Accenture ICF-certified executive coaches.  2017: Team lead for career growth/employee retention initiative. | HP (Win Loss Manager / Proposal Manager / Business Planning Consultant / Quality Assurance Analyst): Interviewed client CEOs, CFOs, and CIOs to gather information to retain and grow business. Managed diverse sales teams to build relationship strategy and consistent in-person and written messages to retain and grow business. Presented to C-level executive team win/loss findings/actions summary from client decision makers’ feedback. Shared feedback based on customer buying experience to improve sales methods and portfolio and to motivate internal organizational units to shift behaviors. Managed Executive Sponsorship Program. Designed and managed corporate-wide sales review program. || Certifications: Robbins-Madanes Training: Strategic Intervention Coach | WHY Institute: WHYos Certified Coach | National Guild of Hypnotists (NGH): Certified Hypnotist (CH) | State of Texas: Mediator, State of Texas, State of Arizona || Education: Dispute Resolution – Master’s Degree @ Southern Methodist University | Executive Coaching – Graduate Certificate in Executive and Professional Coaching @ The University of Texas at Dallas | – @ TASIS-Switzerland | Communications and Mass Media – Bachelor's Degree @ University of Illinois Chicago || Summary: A global lead on Accenture's Service Excellence Win Loss Service CoE team, Langley gathers actionable insights to help to improve sales outcomes. We train AI to use past learnings to coach sales teams and identify effective strategies. Actively involved in writing and testing AI prompts. We identify improvements by gathering, analyzing, and sharing internal pursuit team and external third-party advisor and client feedback. Experienced in gathering actionable insights directly from C-level clients during in-person annual client satisfaction and ad-hoc win loss reviews. Since joining Accenture in 2012, while working full-time, Langley earned a master’s in conflict management and dispute resolution and a mediator certificate from Southern Methodist University. Also, while working full-time, Langley earned an executive coaching certificate from the ICF-aligned University of Texas at Dallas Naveen Jindahl School of Management, which coincided with late-Accenture-CEO Pierre Nanterme’s focus on creating a coaching culture. Formal sales training includes:     Accenture Sales Acceleration Program  Shipley Associates – Helping Clients Succeed  Strategic Management Group, Inc. – Strategic Value Selling  Franklin Covey – Let’s Get Real  HP – The Art of Winning Deals (winning team of five teams; role-playing real deals – Langley played the sales executive)	#REF!
Experiences: Cognizant (): | JENSEN-GROUP (): || Certifications: LinkedIn: Threading in C# | Federal Aviation Administration: Private Pilot Certificate (PPL) - Additional endorsements: a) High-performance, b) Complex-airplane | LinkedIn: Giving Your Elevator Pitch || Education: || Summary: Here is how I describe myself - Innovating, executing and having fun. 'The only limit is…	#REF!
Experiences: FAR.AI (Head of Engineering): | Our World in Data (Head of Engineering): | Grace Health (Tech Lead): | Lifesum (VP Technology): | Lifesum (Director of Data Science): | Lifesum (Data Engineer): | 99designs (Data Scientist): | 99designs (Dev Ops & Data Engineer): | 99designs (Dev Ops Engineer): | NICTA (Research Engineer): | University of Melbourne (Honorary Fellow): | Coffee Bean Software (Software Engineer (Casual)): | acrolinx GmbH (Intern): | University of Melbourne (Tutor/Head tutor): | Scientific Analytic Systems (Software Engineer (Casual)): | Safehouse International (Intern): || Certifications: || Education: Computer Science (Computational Linguistics) – PhD @ University of Melbourne | Mathematics, Software Engineering – BSc/BE(Hons) @ University of Melbourne || Summary:	#REF!
Experiences: Hop Labs (Senior Machine Learning Engineer): ML Engineering and ML Ops, with a robotics client | NoDictionaries (Lead Software Engineer): | Scribd, Inc. (Machine Learning Engineer): Founding member of the ML Platform Team, building the machine learning platform || Certifications: || Education: Computer Science – Bachelor of Arts - BA @ Brown University || Summary:	#REF!
Experiences: ML6 | Your partner in AI (Ethical AI lead): As Ethical AI Lead at ML6, I ensure we stay true to our mission of steering the AI revolution towards positive impact. I guard our ethical principles through internal sounding boards for ethically sensitive projects and serve as the go-to person for our teams on all topics related to ethics in AI. With a CAICO certification, I help embed responsible AI practices across delivery of our projects at ML6. | ML6 | Your partner in AI (Customer Engineer): As a Customer Engineer at ML6, I help bridge the gap between business and technical teams. By bringing functional insights to the table, I ensure our AI solutions are not only technically strong, but also the right fit for each company. I guide organizations in exploring the potential of AI through tailored advisory tracks and support them during delivery tracks to turn that potential into real value. | Vlerick Business School (Senior Researcher & Lecturer): As a senior researcher at Vlerick Business School, I conduct research and deliver learning journeys on the topics of Data & Analytics Strategy, Scenario Thinking and Sustainability for several partner companies. I also teach the following courses to Masters students: - Digital Advertising - Intro to Programming (SQL) - Deep Dive Challenge | Vlerick Business School (Doctoral Researcher Marketing): As a doctoral researcher, I worked on how contextual data (and specifically web browsing data) can advance television advertising. My research is situated in the marketing domain, with a strong focus on data & analytics. | Vlerick Business School (Tutor Online MBA Digital Strategy): | HOGENT (Guest Professor): In my role as guest professor at HOGent, I co-teach the course "Marketing & Technology" for Bachelor students in Business Management. | Ghent University (Doctoral Researcher Marketing): | Vincent Sheppard (Marketing & International Sales): In my marketing role for Belgian furniture producer Vincent Sheppard, I was co-responsible for the whole marketing mix of the brand and actively followed up on the US sales leads. Responsibilities: website & social media, content creation, price setting, CRM, fairs, activating sales leads, sales reporting, roll-out CRM functionalities new ERP software (Navision). | JBC (Digital Marketing Consultant): As a final part of my Marketing Management year at Vlerick, my colleague Isabelle and I did a consultancy project for the Digital Marketing department of Belgian fashion retailer JBC. We advised JBC on its short and long-term Digital Engagement strategy. || Certifications: || Education: – Phd @ Universiteit Gent | – Masters in Marketing Management @ Vlerick Business School | – Master of Laws @ Ghent University | Classical languages and mathematics – @ Vita et Pax-College, Schoten || Summary: Passionate about bridging the gap between business and technology, I thrive on translating complex technical concepts into clear, actionable insights for customers. With a diverse background in data analytics, marketing and law, I’ve followed a non-linear path that has enriched my ability to solve problems and think strategically.<br><br>As a Customer Engineer at ML6, I help clients unlock the potential of AI and machine learning, ensuring smooth collaboration between business stakeholders and technical teams.<br><br>Curious and analytical by nature, I love problem-solving but also value creativity. I’m energized by collaborating with others and enjoy learning from different perspectives. Outside of work, I love to spend my time enjoying our little family, traveling, writing, doing DIY projects or designing. <br><br>Feel free to connect or reach out via LinkedIn or email at leendeschaepdrijver@gmail.com!	#REF!
Experiences: Goodfire (Principal Investigator): | Apollo Research (Co-founder & Chief Strategy Officer): | Conjecture (Research Engineer): Published multiple research outputs: Research products: Circumventing interpretability: How to defeat mind-readers (July 2022) https://arxiv.org/abs/2212.11415 Interpreting Neural Networks through the Polytope Lens https://arxiv.org/abs/2211.12312 A technical note on bilinear layers for interpretability https://arxiv.org/abs/2305.03452 Posts and interim research reports: Current themes in mechanistic interpretability research https://www.alignmentforum.org/posts/Jgs7LQwmvErxR9BCC/current-themes-in-mechanistic-interpretability-research Why almost every RL agent does learned optimization https://www.alignmentforum.org/posts/J8ifgynkfhpmrGrL8/why-almost-every-rl-agent-does-learned-optimization [Interim research report] Taking features out of superposition with sparse autoencoders https://www.alignmentforum.org/posts/z6QQJbtpkEAX3Aojj/interim-research-report-taking-features-out-of-superposition A small update to the Sparse Coding interim research report https://www.alignmentforum.org/posts/DezghAd4bdxivEknM/a-small-update-to-the-sparse-coding-interim-research-report | University of Tübingen (Researcher Phd Candidate): I researched how we can break open the black box of neural networks. Specifically, I interpreted deep RL agents (see my previous role for more details on continuing projects) and, more generically, I developed a method that decomposes fully connected layers in collaboration with an MSc student. | Independent (Independent AI safety researcher (Interpretability)): My research focused on interpreting deep RL agents. I wrote a review (editing ongoing) that identified the unique principles and challenges of interpreting deep RL agents & I developed a method with collaborators that helps to interpret them (work ongoing). Additionally, I collaborated with Jack Koch and Lauro Langosco et al. on "Objective Robustness in Deep Reinforcement Learning" Paper: https://arxiv.org/abs/2105.14111 Code: https://github.com/jbkjr/objective-robustness-failures YouTube video: https://www.youtube.com/watch?v=zkbPdEHEyEI | ETH Zürich (Teaching Assistant - "Learning in Deep Artificial and Biological Neural Networks"): Contracted to write, mark, and present an exercise for a course component called “Deep learning with spikes”. Written in Pytorch. Exercises marked using unittests. Extensive documentation written in with Sphinx. | World Health Organization (Public Health Consultant): Global palliative care development; Access to Controlled Medications; Guidelines for the clinical management of cancer pain in adults. | World Health Organization (Intern): Produced documents for global STI surveillance meeting. Analysed 2013 STI surveillance data collected through the Global AIDS Response Progress Reporting System (GARPR) and the Gonococcal Antimicrobial Susceptibility Programme (GASP) for Inclusion in the 2014 Global STI report and presentation at the global STI surveillance meeting and submission to the Global Health Observatory. || Certifications: || Education: Neural Systems and Computation – Master of Science - MS @ Eidgenössische Technische Hochschule Zürich | Human and Machine Cognition Lab & Neurocognitive modelling group – Doctor of Philosophy - PhD (discontinued) @ University of Tuebingen | – MSc in Data Analytics @ The University of Glasgow | Pre-Clinical Medical Sciences and Neuroscience – Bachelor of Arts (BA) @ University of Cambridge | – @ Methodist College Belfast || Summary: I'm working toward a world where we actually understand what neural networks have learned so that we're assured they're safe to deploy. My background is in AI safety & computational neuroscience.<br><br>I mostly write on Alignment Forum.<br>https://www.alignmentforum.org/users/lee_sharkey<br><br>From Belfast, Northern Ireland.	#REF!
Experiences: Hop Labs (Machine Learning Research Engineer): | MITRE (Machine Learning Engineer): || Certifications: || Education: Mathematics – Bachelor of Science @ Brown University | Mathematics – Doctor of Philosophy @ University of Wisconsin-Madison || Summary:	#REF!
Experiences: FAR AI (Heads of Programs): | Broad Institute of MIT and Harvard (Manager of Events): | Broad Institute of MIT and Harvard (Sr. Event Planner): | Boston University School of Public Health (Strategic Events Manager): | Broad Institute (Senior Events Specialist): | Broad Institute of MIT and Harvard (Event Coordinator): | American Diabetes Association (Special Events Intern): || Certifications: || Education: – Masters of Communication Management @ Indiana University Bloomington | – Business Management @ Emmanuel College | – @ Indiana University Bloomington || Summary:	#REF!
Experiences: || Certifications: LangChain Academy: Introduction to LangGraph | Udemy: Tensorflow 2.0: Deep Learning and Artificial Intelligence | HackerRank: Problem Solving | HackerRank: SQL | Udemy: Deep Learning: Convolutional Neural Networks in Python | HackerRank: Python || Education: || Summary:	#REF!
Experiences: Goodfire (Member of Technical Staff (Founding Research Scientist)): | Independent (Researcher): - Undertook independent research on sparse autoencoders in InceptionV1  - Work accepted as a spotlight in the Mechanistic Interpretability workshop at ICML 2024  - More info can be found on my blog: livgorton.com | Stealth Startup (Cofounder & CTO): Co-founder of a start-up focusing on artificial intelligence within medicine and biology. | Sydney Computational Cognitive Neuroscience Lab (Lab Volunteer): - Undertook an independent research project: "Abstracting from Pictures to Concepts Using Behavioural Measures of Semantic Relatedness"   - After my project, I continued in the lab as a volunteer assisting with computational experiments   - Developed platform for human data collection and integrated with data analysis pipeline  - Analysed data from human participants and EEG data | The Australian Government (STEM Cadet): I worked within cyber security and vulnerability assessment as part of my STEM Cadetship. I received training within these areas as well as penetration testing.      As part of this program, I was awarded a full scholarship for my studies. | Google (STEP Intern): - worked on the Google Photos API team writing an open source Node.js client library  - created a sample application using Express.js and Pug to demonstrate its functionality, had to implement sessions and OAuth2  - wrote documentation throughout the process for both the client library & the samples, gave presentations on my project, and used git to manage the project | Art of Smart Education (Academic Tutor & Mentor): - tutored high school mathematics  - worked on improving student confidence, study skills, and exam technique | Hippocratic AI (Cofounder & CTO): | WiseTech Global (Associate Developer): I worked at Wisetech over a school break in high school. I worked primarily on improving the front end of a webpage using React and CSS. I learned how to work on larger scale, team projects and developed my capacity to work on unfamiliar codebases with new technologies. || Certifications: || Education: – Doctor of Medicine - MD (Discontinued) @ University of Melbourne | Neuroscience, Anatomy & Histology – Bachelor of Science - BS @ University of Sydney || Summary:	#REF!
Experiences: Center for Human-Compatible AI (Policy Analyst): | The Future of Work Series (Co-Founder and Co-Director): | UCANR (Intern: The Vine): | Greater Sacramento Economic Council (Intern: Davis 2050 Initiative): | Hasso Plattner Institute of Design at Stanford ( d.school ) (University Innovation Fellow): | Platform for Experimental Collaborative Ethnography (PECE) (Research Intern): The Platform for Experimental, Collaborative Ethnography (PECE) is an open source digital platform that supports multi-sited, cross-scale ethnographic and historical research. The platform links researchers in new ways, enables new kinds of analyses and data visualization, and activates researchers’ engagement with public problems and diverse audiences. PECE is at the center of a research project that explores how digital infrastructure can be designed to support collaborative hermeneutics. | Davis Media Access (Production Specialist): Edited content for the Davis Unified School District, City of Davis, musicians, private organizations, theater companies, and nonprofits. | University of California, Davis - Graduate School of Management (Entrepreneurship Quest: Undergraduate Internship Program (EQUIP)): || Certifications: || Education: Science and Technology Studies – Bachelor's degree @ University of California, Davis | Cognitive Science – Bachelor's degree @ University of California, Davis || Summary:	#REF!
Experiences: Google DeepMind (Research Scientist): | Google (Research Scientist): || Certifications: Fundación ”la Caixa”: Becaris Fundació ”la Caixa” || Education: || Summary:	#REF!
Experiences: Accenture France (Experte en accessibilité numérique): | Accenture (Experte en accessibilité numérique): | Sarl Ibrahim & Fils ifri (Étudiant stagiaire): | Danone (Étudiant stagiaire): || Certifications: || Education: Informatique – Master mathématiques informatique aux sciences humaines et sociales Technologie et handicap @ Université Paris 8 | Science de la vie – Licence @ Universite de Lorraine | Biologie, général – Licence Science Alimentaire @ Université de Bouira, Algérie | Informatique – Certificat de formation générale (CFG) @ OpenClassrooms || Summary:	#REF!
Experiences: Accenture (Sales Director - Healthcare): | Huron (Account Director - Healthcare Enterprise Solutions & Analytics): | Salesforce (Account Executive - Healthcare and Life Sciences): | Boston Scientific (Clinical Sales Specialist & Field Sales Trainer - Neuromodulation): Sales and clinical support of SCS and Vertiflex indirect decompression devices. | Northwestern Medicine (Intraoperative Neurophysiologist, CNIM): • Consulted with operating surgeons and oversight neurologists prior to patient surgery to confirm study type while directing intraoperative neuromonitoring plan. Analyzed intraoperative data in real time and provided data feedback to surgeon and oversight neurologist to minimize iatrogenic patient risks.  • Executed accurate billing and reporting of given procedure to the Neurological Testing Center manager while providing various administrative assistance as needed within the Neurological Testing Center.  • Participated in and suggested various process improvements within department. Assisted with JCAHO compliance audits as directed by manager and/or resource coordinator. Assisted with various projects within department as needed.  • Coordinated external vendors to help meet departmental requirements for case coverages, coordinated team of 5 neuromonitoring technologists and assigned technologists to daily schedule. | NEUROLOGY AND NEURODIAGNOSTICS, LTD (Clinical Neurophysiology Specialist): Provided real time intraoperative feedback to surgeons regarding patient neural function, assisting in early detection of deficits and avoiding potential damage to at-risk neural structures. Additionally, led execution of clinical service agreements, contracting and sales responsibility. | NuVasive (Surgical Neurophysiologist): •Obtained experience and advanced training in monitoring neuro, orthopedic, ENT, and vascular surgeries, with additional experience in routine and complex adult and pediatric spinal deformity and trauma procedures, tumor resections, cauda equina procedures, craniotomies, cerebral aneurysms, carotid endarterectomies, thoracoabdominal aortic aneurysms, thyroidectomies and parotidectomies.      •Provided clinical and technical support to numerous neuromonitoring modalities including; somatosensory evoked potentials (SSEP), electromyography (EMG), transcranial motor evoked potentials (TcMEP), electroencephalograpy (EEG), and extracranial facial nerve monitoring, ABRs.     •Actively participated in peer chart reviews to ensure high quality assurance levels.     •Mentorship and training of new technologists – actively logging and tracking training progress on clinical and technical skills while providing constructive feedback. || Certifications: ASET - The Neurodiagnostic Society: Professional member | American Heart Association's Lifelong Learning Center: BLS | ABRET: CNIM || Education: Business Administration and Management, Healthcare – Master of Business Administration @ Western Governors University | Physiology, General – Health and Human Physiology (BS) @ University of Iowa || Summary: As a Sales Director for Accenture, I leverage my expertise in SaaS for healthcare and life sciences to deliver value and build lasting relationships with clients. I work with a cross-functional team to identify and pursue new opportunities, develop and execute strategic account plans, and negotiate and close deals. In my current role, I focus on helping Healthcare Systems transform their digital initiatives around patient engagement, retention, and marketing utilizing healthcare enterprise solutions and analytics segment.     With a BS in Health and Human Physiology from the University of Iowa and a CNIM designation in Intraoperative Neurophysiological Monitoring, I have a strong foundational background in healthcare delivery and operations. I have also completed my MBA with a focus in Healthcare Marketing & Management. I am passionate about applying my knowledge and skills to help healthcare and life sciences organizations achieve their goals and improve their outcomes.	#REF!
Experiences: Apollo Research (Research Scientist): | SERI MATS (Scholar): | Trinity College Dublin (Research Assistant (Marie Curie)): || Certifications: || Education: Theoretical Particle Physics – Doctor of Philosophy - PhD @ Trinity College Dublin | Physics – Master of Science - MS @ RWTH Aachen University | Physics – Bachelor of Science - BS @ RWTH Aachen University || Summary:	#REF!
Experiences: Accenture (): | Sheikh Shakhbout Medical City (): || Certifications: LinkedIn: Finance for Non-Financial Managers | Software AG: Enterprise Architecture Aris Methodology | AXELOS Global Best Practice: ITIL® v4 | LinkedIn: Design Thinking: Implementing the Process | LinkedIn: Design Thinking: Understanding the Process | National Program For Artificial Intelligence: AI Everything || Education: – @ Harvard T.H. Chan School of Public Health | – @ Instituto Tecnológico de Buenos Aires | – @ Universidad Politécnica de Madrid | – @ Universidad Tecnológica Nacional || Summary: Mas de 24 años de experiencia en dirección de Sistemas-TI (CIO/VP/Director) y en…	#REF!
Experiences: Accenture (Senior Recruiting Operations Analyst): || Certifications: || Education: || Summary:	#REF!
