id,organization_name,Claude Rating,Combined,MAX Human rating Fit yes / no,RED Human rating Fit yes / no,Comments,Description,Full Description,Organization Category,Source,Organization Name URL,Stage,Industries,headquarters_location,CB Rank (Company),Headquarters Regions,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,linkedin_id,ID_copy,Facebook,Twitter,Website,Phone Number,Contact Email,IT Spend,IT Spend Currency,IT Spend (in USD),Trademarks Registered,Patents Granted,Average Visits (6 months),Monthly Visits,Similar Companies,IPO Status,IPO Date,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Acquisition Type,Number of Acquisitions,Acquisition Status,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Funding Rounds,Funding Status,Number of Employees,Number of Founders,Founders,Industry Groups,Operating Status,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Lead Investments,filter_broad_yes,filter_strict_no,filter_broad_yes_strict_no,filter_non_english_keywords_CV,total_headcount,claude_total_employees,claude_total_rejected,claude_total_accepted,gpt5_total_employees,gpt5_total_rejected,gpt5_total_accepted,gemini_total_employees,gemini_total_rejected,gemini_total_accepted,stage_reached,category,max_headcount,max_population,Headquarters Location,Total Headcount,Organization Name,Stage Reached,Founded Date,country,subregion,ml_share,ml_share_lower80,ml_share_upper80,company_id,company_name
893,Neural Magic,"1.4

The description clearly indicates that Neural Magic provides services around optimizing and deploying machine learning models (specifically LLMs) for enterprises. This firmly places it in category 1 (ML Consultancy) as they're providing ML solutions to help organizations implement AI more efficiently. The strong focus on inference optimization and deployment services makes this a strong fit (4) rather than a perfect fit (5), as they appear specialized in the deployment/optimization aspect of ML rather than covering the full spectrum of ML services.",1,1,,,Neural Magic provides AI inference solutions for deploying open-source LLMs.,"Neural Magic specializes in enterprise inference solutions that optimize the performance of open-source large language models (LLMs) across various infrastructures. The company focuses on maximizing computational efficiency and hardware utilization, enabling organizations to deploy AI models securely and cost-effectively.",,ML conferences affiliation data,https://www.crunchbase.com/organization/neuralmagic,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software","Somerville, Massachusetts, United States",18301,"Greater Boston Area, East Coast, New England",year,2024-11-12,day,,,For Profit,neural-magic,893,,https://twitter.com/neuralmagic,http://neuralmagic.com,,info@neuralmagic.com,567265,USD,567265,2,20,,3260,17,Private,,Neural Magic acquired by Red Hat,https://www.crunchbase.com/acquisition/red-hat-acquires-neuralmagic--88398967,Red Hat,https://www.crunchbase.com/organization/red-hat,2024-11-12,day,Acquisition,,Was Acquired,"Andreessen Horowitz, New Enterprise Associates, Ridgeline, Pillar VC, Amdocs",2,7,3,M&A,51-100,3,"Alex Matveev, Nir Shavit, Nir Shavit","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Active,,,,,,,,,5.0,3.0,2.0,10,21,10,9,1.0,10,9,1.0,10,9,1.0,,,True,True,"Somerville, Massachusetts, United States",21,Neural Magic,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,neural-magic,Neural Magic
2133,Total Synergy Consulting,"3.4 (Other - Strong fit)

This company primarily provides management and IT consultancy services with a focus on project design, management supervision, and public policy. While AI is mentioned in the industry tags, the core business appears to be general consulting across various domains with urban development as a specialty. It doesn't demonstrate specialized ML consultancy as its primary offering (Category 1) nor does it conduct fundamental AI research (Category 2). The strong fit with ""Other"" is due to its clear focus on general management and IT consulting services.",1,,1,,"Total Synergy Consulting provides management and IT consulting services, project design, and public policy services.","Total Synergy Consulting Private Limited (TSCPL) offers a range of Management and IT consultancy services. The company provides project design, management and supervision consultancy, and public policy services. TSCPL has worked on a variety of consultancy projects for clients from diverse industries in both the public and private sectors. The company also offers a Young Professional Programme (YPP) which provides career development opportunities for motivated individuals. TSCPL has extensive experience in working on urban development consulting.",,crunchbase search,https://www.crunchbase.com/organization/total-synergy-consulting,,"Artificial Intelligence (AI), Consulting, Information Technology","New Delhi, Delhi, India",641583,Asia-Pacific (APAC),year,,,,,For Profit,2133,2133,https://www.facebook.com/TotalSynergyConsultingPvtLtd,,https://tscpl.com,#ERROR!,info@tscpl.com,,,,,,,,2,Private,,,,,,,,,,,,,,,,11-50,1,Sanjay Saxena,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,5,21,,,,,,,,,,,,True,False,"New Delhi, Delhi, India",21,Total Synergy Consulting,,1988-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2133,Total Synergy Consulting
2195,SpecTal,"1.3 (category.score)

The description indicates SpecTal is a consulting company providing services to US Intelligence, with categories including AI, data and analytics, and intelligent systems. This suggests they provide ML consulting services (Category 1), but the description lacks specific details about their ML/DL/RL offerings. The confidence score is moderate (3) because while they appear to be a technology/AI consultancy, there's insufficient information to determine how central ML services are to their business.",1,1,,,SpecTal has a top provider of consulting services to the United Stated Intelligence.,SpecTal has a top provider of consulting services to the United Stated Intelligence.,,crunchbase search,https://www.crunchbase.com/organization/spectal,,"Consulting, Information Technology, Intelligent Systems, Professional Services, Security","Reston, Virginia, United States",805083,"Washington DC Metro Area, East Coast, Southern US",year,2011-02-15,day,,,For Profit,2195,2195,,,,(703) 860-6180,,,,,,,,,7,Private,,SpecTal acquired by BAE Systems,https://www.crunchbase.com/acquisition/bae-systems-acquires-spectal--313986f9,BAE Systems,https://www.crunchbase.com/organization/bae-systems,2011-02-15,day,Acquisition,,Was Acquired,,,,,M&A,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Privacy and Security, Professional Services, Science and Engineering",Active,,,,,,,,,0.0,2.0,0.0,2,20,,,,,,,,,,,,True,False,"Reston, Virginia, United States",20,SpecTal,,1999-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2195,SpecTal
1940,Infer Solutions,1.4 (ML Consultancy.Strong fit),1,1,,,Infer Solutions provides application development and consulting services.,Infer Solutions develops an application in any artificial intelligence area. They offer machine learning services. They offer design and integration of Artificial Intelligence solutions. They offer software development services. They offer to develop AI-driven products and solutions.,,crunchbase search,https://www.crunchbase.com/organization/infer-solutions,,"Artificial Intelligence (AI), Big Data, Consulting, Software","Princeton, New Jersey, United States",270589,"East Coast, Northeastern US",year,,,,,For Profit,infer-solutions,1940,https://www.facebook.com/infersol,https://twitter.com/IncInfer,https://www.infersol.com,#ERROR!,admin@infersol.com,,,,,,,,18,Private,,,,,,,,,,,,,,,,11-50,2,"Aruna Balupalli, Thiru R Bujala","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,1.0,0.0,1,20,15,15,,15,15,,15,14,1.0,,,True,False,"Princeton, New Jersey, United States",20,Infer Solutions,,2002-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,infer-solutions,Infer Solutions
2456,Kifwat India,3.4 (Other.Strong fit),1,,1,,"Kifwat India offers services in cybersecurity, network infrastructure, software development, and data analytics.","Kifwat India is a company that specializes in various areas of information technology. Their services include cybersecurity, network infrastructure, software development, and data analytics. They also provide IT support. The company operates in the IT Services and IT Consulting industry and has a team size of 11-50 employees.",,crunchbase search,https://www.crunchbase.com/organization/kifwat-india,,"Apps, Artificial Intelligence (AI), Consulting, Information Technology, Software","Indore, Madhya Pradesh, India",1774220,Asia-Pacific (APAC),year,,,,,For Profit,kifwat-india,2456,,,https://kifwatindia.com,#ERROR!,info@kifwatindia.com,,,,,,,,13,Private,,,,,,,,,,,,,,,,11-50,1,Alok Chaturvedi,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,0,20,15,15,,15,15,,15,15,,,,True,False,"Indore, Madhya Pradesh, India",20,Kifwat India,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,kifwat-india,Kifwat India
2705,ISB Optimus,3.5 (Other.Strong fit),1,,1,,ISB Optimus offers business consulting and digital transformation solutions to enhance operational efficiency.,"ISB Optimus specializes in business consulting services, focusing on uncovering and addressing operational inefficiencies and bottlenecks that impede business goals. The company leverages a combination of technology partnerships and expertise in digital transformation to offer comprehensive solutions. These solutions include OptiBot AP for invoice processing optimization and strategies for navigating IFRS 17 in the insurance industry. ISB Optimus aims to empower businesses by enhancing operational proficiency through digital transformation tools and AI's impact on various sectors.",,crunchbase search,https://www.crunchbase.com/organization/isb-optimus,,"Business Intelligence, Consulting, Data Management, Professional Services","Centurion, NA - South Africa, South Africa",3171790,"Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,isboptimus,2705,https://www.facebook.com/ISBOptimus,,https://isboptimus.com,#ERROR!,info@isboptimus.com,,,,,,,,1,Private,,,,,,,,,,,,,,,,11-50,1,Munya Husvu,"Data and Analytics, Other, Professional Services",Active,,,,,,,,,0.0,0.0,0.0,2,20,9,9,,9,9,,9,9,,,,True,False,"Centurion, NA - South Africa, South Africa",20,ISB Optimus,,2011-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,isboptimus,ISB Optimus
424,Austin Technology,"3.5 (Other.Strong fit)

The description clearly indicates Austin Technology is an IT services and solutions provider focused on managed IT services, cloud computing, network security, and IT infrastructure support. There is no mention of machine learning, AI services, or fundamental AI research. This places it firmly in the ""Other"" category with a strong fit.",1,,1,,"Austin Technology provides professional IT solutions that include outsourcing, network security, end-user support, and cloud services.","Austin Technology offers services that include managed IT services, IT support, managed cloud, managed office 365, managed telephony, network security, IT management, IT outsourcing, network services, IT security, project services, hardware, and licensing.",,arxiv affiliation meta-data,https://www.crunchbase.com/organization/austin-technology,,"Cloud Computing, Cloud Management, Information Technology, IT Infrastructure, IT Management, Network Security","Subiaco, Western Australia, Australia",623606,"Asia-Pacific (APAC), Australasia",year,,,,,For Profit,austin-technology,424,https://www.facebook.com/AustinTechnology,,https://www.austintechnology.com.au,-2455,support@austintechnology.com.au,,,,,,,2868,18,Private,,,,,,,,,,,,,,,,11-50,,,"Information Technology, Internet Services, Privacy and Security, Software",Active,,,,,,,,,0.0,0.0,0.0,2,20,14,14,,14,14,,14,14,,,,True,False,"Subiaco, Western Australia, Australia",20,Austin Technology,,2012-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,austin-technology,Austin Technology
2430,The Idea Works,,1,,1,,"The Idea Works provides research, software, data, and consulting services.","The Idea Works is a software development company. They develop social science computing programs and services for researchers and educators. They build software programs using artificial intelligence, machine learning, and statistics for social scientists, political campaigns, media organizations, and defence contractors.",,crunchbase search,https://www.crunchbase.com/organization/the-idea-works-b68a,,"Artificial Intelligence (AI), Consulting, Machine Learning, Software","Columbia, Missouri, United States",1655577,Midwestern US,year,,,,,For Profit,the-idea-works-inc.,2430,,,https://www.ideaworks.com,#ERROR!,support@ideaworks.com,,,,,,,,10,Private,,,,,,,,,,,,,,,,11-50,1,Ed Brent,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,20,,,,,,,,,,,,True,False,"Columbia, Missouri, United States",20,The Idea Works,,1981-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,the-idea-works-inc.,The Idea Works
2181,SoftShark,"1.3 (ML Consultancy.Moderate fit)

The company provides AI services as part of their broader software development and consulting offerings, but they're not exclusively focused on ML/deep learning. While they list artificial intelligence as one of their services, they also offer many other IT and software development services, making them a moderate fit for the ML Consultancy category rather than a perfect fit.",1,1,,,"SoftShark is a software development company that provides software solutions, consulting, and outsourcing services.","SoftShark provides software development services. Their services range from the development of new applications to modernization, management, and maintenance. Their services include artificial intelligence, IT infrastructure, data and analytics, technology consulting, and IT outstaffing services. They respond to customer inquiries by email.",,crunchbase search,https://www.crunchbase.com/organization/softshark,,"Artificial Intelligence (AI), Consulting, Information Technology, IT Infrastructure, Outsourcing, Software","Yerevan, Yerevan, Armenia",765837,Middle East and North Africa (MENA),year,,,,,For Profit,softshark,2181,https://www.facebook.com/softshark,,https://softshark.io,,info@softshark.io,,,,,,,,203,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,1.0,0.0,0.0,0,19,14,14,,14,14,,14,14,,,,True,False,"Yerevan, Yerevan, Armenia",19,SoftShark,,2021-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,softshark,SoftShark
2721,Data Innovation Labs,1.4 (ML Consultancy.Strong fit),1,1,,,Data Innovation Labs LLC offers data science and decision intelligence services to optimize business operations.,"Data Innovation Labs LLC specializes in providing comprehensive data science and decision intelligence services. The company focuses on leveraging data to drive innovation and informed decision-making for businesses. With a team of experts, Data Innovation Labs LLC offers solutions that encompass data analysis, predictive modeling, and data strategy development to help companies optimize their operations and enhance their product offerings. The services are designed to cater to the needs of various industries, aiming to transform data into actionable insights.",,crunchbase search,https://www.crunchbase.com/organization/data-innovation-labs,,"Artificial Intelligence (AI), Consulting, Machine Learning","Folsom, California, United States",3311588,"West Coast, Western US",year,,,,,For Profit,2721,2721,,https://twitter.com/DataILabs,https://datainnovationlabs.io,,hello@datainnovationlabs.io,,,,,,,,11,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,19,,,,,,,,,,,,True,False,"Folsom, California, United States",19,Data Innovation Labs,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,2721,Data Innovation Labs
41,Tensorleap,1.5 (category.score),1,1,,,"Analysis, debugging, testing and explainability development platform for neural networks","Tensorleap offers data scientists the only debugging and explainability development platform for neural networks. By bringing transparency to deep learning models, Tensorleap eliminates uncertainty and enables data scientists and organizations to drastically reduce the danger of having their models fail in production. Using Tensorleap, data scientists can quickly identify and resolve edge cases, under-represented populations, overfitted data, perform extensive unit testing, and make informed decisions about which models to deploy in production. With this visibility, Tensorleap eliminates uncertainty and enables data scientists and organizations to build robust, high-quality models, drastically reducing the danger of them failing in production.",,Manual Search + Network,https://www.crunchbase.com/organization/tensorleap,,"Analytics, Artificial Intelligence (AI), Machine Learning, Software","Tel Aviv-yafo, Tel Aviv, Israel",140789,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",month,,,,,For Profit,tensorleap,41,,,http://tensorleap.ai/,[⚠ Claude for Sheets™ RECALCULATING ⚠] =+972 507558855,info@tensorleap.ai,,,,,,,821,54,Private,,,,,,,,,,,"Sozo Ventures, Industry Ventures, Angular Ventures",,3,1,Seed,11-50,3,"David BenDavid, Nir BenDavid, Yotam Azriel","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Active,,,,,,,,,1.0,5.0,1.0,3,19,17,17,,17,16,1.0,17,15,2.0,,,True,True,"Tel Aviv-yafo, Tel Aviv, Israel",19,Tensorleap,,2020-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,tensorleap,Tensorleap
1005,onepredict,1.5 (ML Consultancy.Perfect fit),1,,1,,"Big Data, Data Science, Machine Learning, Cloud Computing, Enterprise Software Solutions","Established in 2016, OnePredict is a leader in industrial AI (Artificial Intelligence) technology and 9 time winner of the 'Global PHM Data Challenge' for the best industrial AI based Machine Digitalization & Intelligence solutions. OnePredict provides advanced AI solutions, the GuardiOne® Series, Cells, Edge, and Cloud solutions. GuardiOne® specializes in industrial AI solutions such as bearings, turbines, wind (wind farm), transformers, robots, and motors, and is expanding to various other industries.",,ML conferences affiliation data,https://www.crunchbase.com/organization/onepredict,,"Artificial Intelligence (AI), Enterprise Software, Industrial, Machine Learning, Predictive Analytics, Software","Seoul, Seoul-t'ukpyolsi, South Korea",55139,Asia-Pacific (APAC),day,,,,,For Profit,onepredict,1005,,,http://www.onepredict.ai,02-884-1664,info@onepredict.com,,,,3,6,,5524,5,Private,,,,,,,,,,,"Premier Partners, LG Energy Solution, Stone Bridge Ventures, TIPS Program, Korea Development Bank",1,19,6,,51-100,1,Byengdong Youn,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",Active,,,,,,,,,2.0,2.0,1.0,3,19,41,41,,41,41,,40,37,3.0,,,True,False,"Seoul, Seoul-t'ukpyolsi, South Korea",19,onepredict,,2016-10-26 00:00:00,Unknown,Unknown,0.0,0.0,0.0,onepredict,onepredict
2740,AMAI,"1.5 (ML Consultancy.Perfect fit)

The description clearly indicates AMAI GmbH is a consultancy that provides machine learning and deep learning services to businesses, focusing on integrating AI into business processes and products. They offer consulting, engineering services, and practical use case development, which perfectly aligns with category 1 (ML Consultancy).",1,,1,,"AMAI GmbH integrates AI into business processes, offering machine learning and deep learning consulting and engineering services.","AMAI GmbH specializes in integrating artificial intelligence into business processes and products. The company offers expertise in machine learning and deep learning, providing consulting and engineering services. AMAI GmbH also develops practical use cases and conducts research in AI, contributing to the AI community through resources like the AI Expert Roadmap. The company aims to help businesses leverage AI technologies for improved efficiency and innovation.",,crunchbase search,https://www.crunchbase.com/organization/amai-f766,,"Artificial Intelligence (AI), Consulting, Machine Learning","Karlsruhe, Baden-Wurttemberg, Germany",3417584,"European Union (EU), Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,amai-gmbh,2740,,,https://www.am.ai,#ERROR!,hi@am.ai,,,,,,,,,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Active,,,,,,,,,4.0,3.0,0.0,258,19,14,12,2.0,14,11,3.0,14,8,6.0,,,True,True,"Karlsruhe, Baden-Wurttemberg, Germany",19,AMAI,,2018-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,amai-gmbh,AMAI
1016,CourtCorrect,"1.3 (ML Consultancy.Moderate fit)

The company provides intelligent case management software that incorporates machine learning, but it's not exclusively focused on ML consulting. While they do leverage AI and machine learning in their product, they appear to be primarily a SaaS company offering a specific solution for complaints and case management rather than a pure ML consultancy. The moderate confidence score reflects that they do provide ML-powered solutions but within a specific product offering rather than as their primary business model.",1,1,,,Intelligent case management from the future.,"Close Complaints, Cases and Claims faster, better and delight customers with our secure, intelligent, plug and play software. We’re a VC-backed tech company based in London on a mission to transform the way businesses and their customers resolve complaints, claims and cases. Drawing on extensive research and experience in the fields of user-centric design, customer service, machine learning and dispute resolution, we’ve developed an intelligent case management system that will take your back office from cost centre to competitive advantage. Trusted by multinational insurance companies, European governments and SMEs in 5 jurisdictions and supported by a world-class team hailing from top educational and professional background (including the Order of the British Empire), [CourtCorrect.com](http://CourtCorrect.com) is your ticket to the future of case management.",,ML conferences affiliation data,https://www.crunchbase.com/organization/courtcorrect,,"Artificial Intelligence (AI), Consulting, InsurTech, Legal, Legal Tech","London, England, United Kingdom",58553,"Europe, Middle East, and Africa (EMEA)",year,,,,,For Profit,29332820,1016,https://www.facebook.com/CourtCorrect-101712035245634,https://twitter.com/CourtCorrect,https://www.courtcorrect.com,#ERROR!,hello@courtcorrect.com,200950,USD,200950,,,,404,6,Private,,,,,,,,,,,"Ascension, Concept Ventures, The Twenty Minute VC, Visionaries Club, Blissgrowth",1,5,1,Seed,11-50,1,Ludwig Bull,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",Active,,,,,,,,,2.0,0.0,0.0,8,18,,,,,,,,,,,,True,False,"London, England, United Kingdom",18,CourtCorrect,,2019-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,29332820,CourtCorrect
2382,Miracle Finland,"1.3 (ML Consultancy.Moderate fit)

The description mentions machine learning as one of their services, but it appears to be just one component of a broader IT consulting business that primarily focuses on database management and IT services. They're not purely an ML consultancy, but they do offer ML services alongside their other IT offerings, making them a moderate fit for category 1.",1,1,,,"Miracle Finland specializes in database installation, management, monitoring, project deliveries, consultation, and training services.","Miracle is an IT consulting company with expertise in data management with long experience of designing, implementing, and monitoring powerful database installations. They offer professional, trustworthy, and tailored IT services to meet clients' expectations and needs. They provide individual and personal service that includes database consulting, database design, system planning, installation, upgrading, migration, application development, training, machine learning, and more.",,crunchbase search,https://www.crunchbase.com/organization/miracle-finland,,"Consulting, Database, Information Technology, Professional Services, Training","Helsinki, Southern Finland, Finland",1424014,"European Union (EU), Nordic Countries, Scandinavia",year,,,,,For Profit,miracle-finland-oy,2382,https://www.facebook.com/Miracle-Finland-Oy-203897456306203,,https://miracleoy.fi/en/home/,#ERROR!,info@miracleoy.fi,,,,,,,,14,Private,,,,,,,,,,,,,,,,11-50,,,"Data and Analytics, Education, Information Technology, Other, Professional Services, Software",Active,,,,,,,,,0.0,0.0,0.0,0,18,14,14,,14,14,,14,14,,,,True,False,"Helsinki, Southern Finland, Finland",18,Miracle Finland,,2007-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,miracle-finland-oy,Miracle Finland
84,Dain,1.4 (ML Consultancy.Strong fit),1,1,,,Dain is a Universal AI Platform for building and deploying AI Agents and Automations.,"Dain is a universal AI platform designed for the development, integration, deployment, and connection of AI agents, digital workers, personal assistants, and automations. It serves as a solution for businesses looking to enhance their operations with artificial intelligence. The platform aims to streamline the process of building and managing AI-driven solutions, making it accessible for various industries to leverage AI technology.",,Manual Search + Network,https://www.crunchbase.com/organization/dain-c9a5,,"Artificial Intelligence (AI), Blockchain, Information Technology, Internet","Los Angeles, California, United States",340736,"Greater Los Angeles Area, West Coast, Western US",year,,,,,For Profit,dain-protocol,84,,https://x.com/dainprotocol,https://dain.org,,contact@dain.org,,,,,,,895,,Private,,,,,,,,,,,,,,,,11-50,2,"Carlos Leon, Dana Bo","Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",Active,,,,,,,,,0.0,4.0,0.0,2,18,6,6,,6,6,,6,6,,,,True,False,"Los Angeles, California, United States",18,Dain,,2023-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,dain-protocol,Dain
1360,Spark Wave,"3.5 (Other.Strong fit)

The description indicates that Spark Wave is a startup foundry that creates software companies with a social benefit focus. There's no specific mention of machine learning services or fundamental AI research in their description. They appear to be a software development company that uses social science and experimentation to build socially beneficial products, which doesn't clearly align with categories 1 or 2.",1,,1,,Spark Wave is a software devloper company.,"Spark Wave is a startup foundry that applies social science , strategic thinking , and iterative experimentation to create socially beneficial software companies from scratch.Spark Wave creates software companies to solve important problems.",,ML conferences affiliation data,https://www.crunchbase.com/organization/spark-wave,,Software,"Albany, New York, United States",654895,"East Coast, Northeastern US",month,,,,,For Profit,spark-wave,1360,,,https://www.sparkwave.tech,,info@Sparkwave.tech,149683,USD,149683,,,,168,3,Private,,,,,,,,,,,,,,,,11-50,,,Software,Active,,,,,,,,,3.0,0.0,0.0,7,18,11,11,,11,11,,11,11,,,,True,False,"Albany, New York, United States",18,Spark Wave,,2016-10-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,spark-wave,Spark Wave
2516,5ONE Analytics,1.5 (ML Consultancy.Perfect fit),1,,1,,"5one Analytics offers IT services and consulting, specializing in Analytics, Data Science, Machine Learning, AI, and Business Intelligence.","5one Analytics is a company that specializes in providing a range of IT services and consulting. The company's core competencies lie in the areas of Analytics, Data Science, Machine Learning, Artificial Intelligence, and Business Intelligence. They offer services such as offshore software development and portal development. The company is also known for its expertise in dynamic big data analytics and complex system analytics. They cater to a diverse range of industries, providing them with data-driven insights and solutions to help them make informed business decisions.",,crunchbase search,https://www.crunchbase.com/organization/5one-analytics,,"Artificial Intelligence (AI), Consulting, Information Technology","Haryana, Haryana, India",2017442,Asia-Pacific (APAC),day,,,,,For Profit,5onenalytics,2516,,,https://5oneanalytics.com,#ERROR!,info@5oneanalytics.com,,,,,,,,10,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,1,17,11,11,,11,11,,11,11,,,,True,False,"Haryana, Haryana, India",17,5ONE Analytics,,2015-01-16 00:00:00,Unknown,Unknown,0.0,0.0,0.0,5onenalytics,5ONE Analytics
991,EnliteAI,"1.5 (ML Consultancy.Perfect fit)

This company perfectly fits the ML Consultancy category as they specialize in applying Reinforcement Learning (a specific type of machine learning) to industrial problems like logistics, manufacturing, and power grids. They offer specific ML tools (MazeRL framework and Detekt platform) and clearly position themselves as service providers who implement RL solutions for practical business applications rather than conducting fundamental AI research.",1,,1,,"Reinforcement Learning, Open Source, geoAI","We are specialized on applying Reinforcement Learning to hard decision problems such as logistics, manufacturing and powergrids. We're the makers of MazeRL, one of the first open-source frameworks for applied Reinforcement Learning and Detekt, a modern geospatial data platform supporting the entire mobile mapping and asset management life cycle.",,ML conferences affiliation data,https://www.crunchbase.com/organization/enliteai,,"Artificial Intelligence (AI), Information Technology, Logistics, Machine Learning, Power Grid, Software","Vienna, Wien, Austria",49879,"European Union (EU), Europe, Middle East, and Africa (EMEA)",month,,,,,For Profit,enliteai,991,,https://twitter.com/enliteai,https://www.enlite.ai,,office@enlite.ai,722800,USD,722800,,,,315,36,Private,,,,,,,,,,,"Speedinvest, floud ventures, Breeze Invest",,3,1,Seed,11-50,1,Clemens Wasner,"Artificial Intelligence (AI), Data and Analytics, Energy, Information Technology, Science and Engineering, Software, Transportation",Active,,,,,,,,,2.0,1.0,0.0,13,17,10,9,1.0,10,9,1.0,10,9,1.0,,,True,False,"Vienna, Wien, Austria",17,EnliteAI,,2017-11-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,enliteai,EnliteAI
2450,Hexafold Technologies,"3.4

This company appears to be primarily an IT services and consulting firm that includes AI as one of several technologies they work with. While they list AI in their industries, they are not specifically focused on ML consulting as their core business (which would be category 1). Their description emphasizes broader IT services, digital transformation, and software development rather than specialized machine learning solutions. They don't conduct fundamental AI research (category 2). Therefore, category 3 (Other) with a confidence score of 4 (Strong fit) is most appropriate.",1,,1,,"Hexafold Tech offers IT services, consulting, and digital transformation solutions.","Hexafold Tech provides IT services and consulting, specializing in digital transformation and software development. The company focuses on equipping clients with the necessary skills, mindset, and technology to navigate the fast-paced digital landscape. Hexafold Tech offers a range of services including IT outsourcing, offshore software development, and digital process adoption. The company aims to help organizations streamline their operations and enhance their technological capabilities.",,crunchbase search,https://www.crunchbase.com/organization/hexafold-technologies,,"Artificial Intelligence (AI), Consulting, Information Technology","Mumbai, Maharashtra, India",1740975,Asia-Pacific (APAC),year,,,,,For Profit,hexafoldtech,2450,,https://x.com/hexafoldtech,https://hexafoldtech.com,#ERROR!,inquiry@hexafoldtech.com,,,,,,,,,Private,,,,,,,,,,,,,,,,11-50,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",Active,,,,,,,,,0.0,0.0,0.0,0,17,13,13,,13,13,,13,13,,,,True,False,"Mumbai, Maharashtra, India",17,Hexafold Technologies,,2022-01-01 00:00:00,Unknown,Unknown,0.0,0.0,0.0,hexafoldtech,Hexafold Technologies
